Restaurant Name,Full Address,City,Michelin Rating,Price Range Text,Cuisine Type,URL,Latitude,Longitude,Review,Award
Quaglino's,"16 Bury Street, St James¡¯s, London, SW1Y 6AJ, GBR",London,The Plate Michelin,Special occasion,Modern Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/quaglino-s,51.5075238,-0.1390203,"{'@type': 'Review', 'datePublished': '2025-02-10T02:18', 'name': ""Quaglino's"", 'description': 'This colourful, glamorous restaurant manages to be cavernous and cosy at the same time, with live music and a late night bar adding a certain sultriness to proceedings. The kitchen specialises in ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Bocca di Lupo,"12 Archer Street, Soho, London, WID 7BB, GBR",London,The Plate Michelin,A moderate spend,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/bocca-di-lupo,51.5116507,-0.1339372,"{'@type': 'Review', 'datePublished': '2025-02-10T02:18', 'name': 'Bocca di Lupo', 'description': ""Longevity in this part of town is a mighty achievement, but it's easy to see why Bocca di Lupo has remained popular for so long. Besides the switched-on service and buzzing atmosphere, the cooking..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Soif,"27 Battersea Rise, Battersea, London, SW11 1HG, GBR",London,The Plate Michelin,A moderate spend,French,https://guide.michelin.com/en/greater-london/london/restaurant/soif,51.4608708,-0.1637115,"{'@type': 'Review', 'datePublished': '2025-02-10T02:18', 'name': 'Soif', 'description': 'A classic French bistro and wine shop are rolled into one appealing package at this rustic neighbourhood operation run by a friendly team. The satisfying dishes have a largely French accent, with ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Park Chinois,"17 Berkeley Street, Mayfair, London, W1J 8EA, GBR",London,The Plate Michelin,Spare no expense,Chinese,https://guide.michelin.com/en/greater-london/london/restaurant/park-chinois,51.5087303,-0.1437158,"{'@type': 'Review', 'datePublished': '2025-02-10T02:18', 'name': 'Park Chinois', 'description': 'There are few more overtly opulent restaurants in London than Park Chinois. This is a place that revels in old-fashioned glamour, with its strikingly rich surroundings immediately making you feel ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Pizarro,"194 Bermondsey Street, Southwark, London, SE1 3TQ, GBR",London,The Plate Michelin,A moderate spend,Spanish,https://guide.michelin.com/en/greater-london/london/restaurant/pizarro,51.4985152,-0.0812194,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Pizarro', 'description': 'Jos? Pizarro has a refreshingly simple way of naming his establishments: after Jos?, his tapas bar, came Pizarro, a larger restaurant a few doors down. A selection of small plates ? like croquetas...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Cabotte,"48 Gresham Street, City of London, London, EC2V 7AY, GBR",London,The Plate Michelin,Special occasion,French,https://guide.michelin.com/en/greater-london/london/restaurant/cabotte,51.5149597,-0.0917405,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Cabotte', 'description': 'Classic French cooking yields plenty of flavour at this appealing bistro de luxe with distressed d?cor and plenty of rustic charm. Despite some seasonal Mediterranean touches, the Gallic influence...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Quality Chop House,"91-94 Farringdon Road, Clerkenwell, London, EC1R 3EA, GBR",London,The Plate Michelin,Special occasion,Meats and Grills,https://guide.michelin.com/en/greater-london/london/restaurant/quality-chop-house,51.5247731,-0.1101051,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Quality Chop House', 'description': 'A landmark London restaurant with a history dating back to 1869, this ¡®progressive working class caterer¡¯ champions quality British produce, with the focus on steaks and chops, like Belted ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Pig and Butcher,"80 Liverpool Road, Islington, London, N1 OQD, GBR",London,The Plate Michelin,A moderate spend,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/pig-and-butcher,51.5374182,-0.10684,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Pig and Butcher', 'description': ""In-house butchered meats reign supreme at this rustic, mid-19th Century pub, which is filled with diners and drinkers alike, all contributing to the lively atmosphere. 'Seasonal' and 'British' are..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Sune,"129A Pritchard's Road, Hackney, London, E2 9AP, GBR",London,The Plate Michelin,Special occasion,European Contemporary,https://guide.michelin.com/en/greater-london/london/restaurant/sune,51.5353535,-0.0627847,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Sune', 'description': 'Sune (pronounced ¡®sooner¡¯) has the feel of a small wine bar, but the heart of a great neighbourhood restaurant. Its fluid menu lists around 14 sharing plates, which show an admirable restraint so ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Trullo,"300-302 St Paul's Road, Canonbury, London, N1 2LH, GBR",London,The Plate Michelin,A moderate spend,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/trullo,51.5462408,-0.1017896,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Trullo', 'description': 'A stalwart of the local dining scene, this split-level restaurant is a hit with the locals and has a true neighbourhood feel. An open kitchen contributes to the light, buzzy atmosphere and the ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Mazi,"12-14 Hillgate Street, Kensington, London, W8 7SR, GBR",London,The Plate Michelin,Special occasion,Greek,https://guide.michelin.com/en/greater-london/london/restaurant/mazi,51.5081845,-0.1977196,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Mazi', 'description': 'A real neighbourhood restaurant with a pure Greek heart, there is a wonderful buzz to the intimate Mazi. It¡¯s one of those places where you can leave the decision making to the passionate, ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Bull & Last,"168 Highgate Road, Dartmouth Park, London, NW5 1QS, GBR",London,The Plate Michelin,A moderate spend,Traditional British,https://guide.michelin.com/en/greater-london/london/restaurant/bull-last,51.5588606,-0.1486784,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Bull & Last', 'description': 'Hearty British dishes which are big on flavour are the order of the day at this sympathetically refurbished Victorian pub. The ground floor bar has a lively buzz and the more sedate first floor ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Chapter One,"Farnborough Common, Locksbottom, Bromley, London, BR6 8NF, GBR",London,The Plate Michelin,Special occasion,Modern Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/chapter-one188005,51.3659781,0.0531159,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Chapter One', 'description': 'They¡¯ve got a loyal following at this long-standing restaurant that offers an extensive and appealing menu of modern European dishes. The cooking has some light, delicate touches and prime British...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Giulia,"77 Askew Road, Shepherd's Bush, London, W12 9AH, GBR",London,The Plate Michelin,A moderate spend,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/giulia,51.5042987,-0.243587,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Giulia', 'description': 'There¡¯s an authentic, honest feel to this small Italian neighbourhood restaurant. The eponymous owner Giulia can be seen chatting away to guests in her native language and offering great ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Counter 71,"71 Nile Street, Shoreditch, London, N1 7RD, GBR",London,The Plate Michelin,Spare no expense,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/counter-71,51.5294563,-0.0879065,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Counter 71', 'description': 'What was once a well-known local boozer is now a swish dining experience complete with a tasting menu and a Spanish marble counter. Dinner is served to all guests at 7.15pm, so be sure to arrive ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Canton Blue,"1 Grosvenor Place, Belgravia, London, SW1X 7HJ, GBR",London,The Plate Michelin,Spare no expense,Cantonese,https://guide.michelin.com/en/greater-london/london/restaurant/canton-blue,51.5017552,-0.1524109,"{'@type': 'Review', 'datePublished': '2025-02-10T02:17', 'name': 'Canton Blue', 'description': 'Housed inside the spectacular Peninsula Hotel, this Cantonese restaurant is part of a brand housed inside their hotels around the world. The London version boasts its own entrance at the side of ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
The Tamil Prince,"115 Hemingford Road, Barnsbury, London, N1 1BZ, GBR",London,The Plate Michelin,A moderate spend,Indian,https://guide.michelin.com/en/greater-london/london/restaurant/tamil-prince,51.5409146,-0.1136925,"{'@type': 'Review', 'datePublished': '2025-02-10T02:16', 'name': 'The Tamil Prince', 'description': 'It¡¯s such an obvious pairing ? a revived old neighbourhood pub with sharing plates of Indian food ? that you wonder why there aren¡¯t many more. The appealing menu is nominally inspired by Tamil ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Caia,"46 Golborne Road, Notting Hill, London, W10 5PR, GBR",London,The Plate Michelin,Special occasion,European Contemporary,https://guide.michelin.com/en/greater-london/london/restaurant/caia,51.52264,-0.20769,"{'@type': 'Review', 'datePublished': '2025-02-10T02:16', 'name': 'Caia', 'description': '¡®Fire, wine, vinyl¡¯ it says outside this cool Notting Hill spot ? and that pretty much sums it up. The sharing plates benefit from the kitchen¡¯s skill at cooking over an open fire ? don¡¯t miss the...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Bouchon Racine,"66 Cowcross Street, Clerkenwell, London, EC1M 6BP, GBR",London,The Plate Michelin,A moderate spend,French,https://guide.michelin.com/en/greater-london/london/restaurant/bouchon-racine,51.5201058,-0.1039856,"{'@type': 'Review', 'datePublished': '2025-02-10T02:16', 'name': 'Bouchon Racine', 'description': 'Those with fond memories of the original Racine in Knightsbridge rejoiced when chef Henry Harris opened a new version in 2022. Racine Mark II is just a few steps from Farringdon Station, located ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Straker's,"91 Golborne Road, Notting Hill, London, W10 5NL, GBR",London,The Plate Michelin,Special occasion,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/straker-s,51.5215322,-0.2088264,"{'@type': 'Review', 'datePublished': '2025-02-10T02:16', 'name': ""Straker's"", 'description': 'This is a tale of our times: a chef creates a large fanbase by giving cooking demos on TikTok during lockdown and then opens a small restaurant in Notting Hill so that they can come and experience...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Caf? Deco,"43 Store Street, Fitzrovia, London, WC1E 7DB, GBR",London,The Plate Michelin,A moderate spend,British Contemporary,https://guide.michelin.com/en/greater-london/london/restaurant/cafe-deco,51.5201781,-0.1305118,"{'@type': 'Review', 'datePublished': '2025-02-10T02:16', 'name': 'Caf? Deco', 'description': 'It might be located in the heart of central London, just around the corner from the British Museum, but Caf? Deco somehow still has the feel of your local neighbourhood restaurant. Its look is ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Ochre,"The National Gallery, Trafalgar Square, St James¡¯s, London, WC2N 5DN, GBR",London,The Plate Michelin,A moderate spend,Modern Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/ochre-1203539,51.5089267,-0.1274173,"{'@type': 'Review', 'datePublished': '2025-02-10T02:16', 'name': 'Ochre', 'description': ""Situated on the ground floor of The National Gallery's iconic William Wilkins building, this smart, comfortable bistro de-luxe is revolutionising museum dining. The all-day menus offer something ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Cafe Cecilia,"Canal Place, 32 Andrews Road, Dalston, London, E8 4FX, GBR",London,The Plate Michelin,A moderate spend,Modern Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/cafe-cecilia,51.5343681,-0.0597475,"{'@type': 'Review', 'datePublished': '2025-02-10T02:16', 'name': 'Cafe Cecilia', 'description': 'It may be located beneath a modern apartment block, but the quasi-industrial look and warm service give this bright and airy restaurant added personality. The appealing menu is supplemented by ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Langan's Brasserie,"Stratton Street, Mayfair, London, W1J 8LB, GBR",London,The Plate Michelin,A moderate spend,Classic Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/langan-s-brasserie,51.5071304,-0.143553,"{'@type': 'Review', 'datePublished': '2025-02-10T02:16', 'name': ""Langan's Brasserie"", 'description': 'Few London restaurants can boast quite as colourful a history as this Mayfair institution, which was a veritable trailblazer when it opened back in the 1970s. Now refreshed and relaunched, it ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Planque,"322-324 Acton Mews, Dalston, London, E8 4EA, GBR",London,The Plate Michelin,Special occasion,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/planque,51.5383824,-0.0757892,"{'@type': 'Review', 'datePublished': '2025-02-10T02:16', 'name': 'Planque', 'description': 'Set under two railway arches, this boldly styled restaurant is centred around a huge communal table. Listed in size order, the modern British dishes are far more complex than they first appear and...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
